premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,ollama_category,business_type_final,is_chain
DAE BAK KOREAN RESTAURANT,6908 MATTHEWS-MINT HILL RD,Charlotte,NC,,DAE BAK KOREAN RESTAURANT,,asian_other,,asian_other,0
DAHLIAS,123 E 5TH ST,Charlotte,NC,,DAHLIAS,,other,other,other,0
"DAILY, THE",214 N CHURCH ST,Charlotte,NC,,DAILY,,other,other,other,0
DAIRY QUEEN #11603,1819 MATTHEWS TOWNSHIP PY,Charlotte,NC,,DAIRY QUEEN,,other,fast_food_burger,fast_food_burger,0
DAIRY QUEEN #12404,3020 PROSPERITY CHURCH RD,Charlotte,NC,,DAIRY QUEEN,,other,fast_food_burger,fast_food_burger,0
DAIRY QUEEN #45506/QUEENS MARKET,1339 W SUGAR CREEK RD,Charlotte,NC,,DAIRY QUEEN /QUEENS MARKET,,grocery_deli,,grocery_deli,0
DAIRY QUEEN EASTWAY #17165,3054 EASTWAY DR,Charlotte,NC,,DAIRY QUEEN EASTWAY,,other,fast_food_burger,fast_food_burger,0
DAIRY QUEEN,108 S SHARON AMITY RD,Charlotte,NC,,DAIRY QUEEN,,other,fast_food_burger,fast_food_burger,0
DAPHNE'S BAKERY,7609 MATTHEWS-MINT HILL RD,Charlotte,NC,,DAPHNE S BAKERY,,bakery_cafe,,bakery_cafe,0
DAVE AND BUSTERS,11049 CAROLINA PLACE PY,Charlotte,NC,,DAVE AND BUSTERS,,other,sports_bar,sports_bar,0
DAVE'S HOT CHICKEN UNCC,8932 J M KEYNES DR,Charlotte,NC,,DAVE S HOT CHICKEN UNCC,,fast_food_chicken,,fast_food_chicken,0
DAVES HOT CHICKEN MIDWOOD,1300 THE PLAZA,Charlotte,NC,,DAVES HOT CHICKEN MIDWOOD,,fast_food_chicken,,fast_food_chicken,0
DAVIDSON COLLEGE DAVIS CAFE KNOBLOCH CENTER,225 BAKER DR,Charlotte,NC,,DAVIDSON COLLEGE DAVIS CAFE KNOBLOCH CENTER,,coffee_shop,,coffee_shop,0
DAVIDSON SODA SHOP,104 S MAIN ST,Charlotte,NC,,DAVIDSON SODA SHOP,,other,coffee_shop,coffee_shop,0
DAVIDSON VILLAGE INN,117 DEPOT ST,Charlotte,NC,,DAVIDSON VILLAGE INN,,other,institutional,institutional,0
DAVINCI'S PIZZA,5700 UNIVERSITY POINTE BV,Charlotte,NC,,DAVINCI S PIZZA,,pizza,,pizza,0
DAVINCI'S PIZZA,8511 DAVIS LAKE PY,Charlotte,NC,,DAVINCI S PIZZA,,pizza,,pizza,0
DB'S TAVERN,8155 ARDREY KELL RD,Charlotte,NC,,DB S TAVERN,,bar,,bar,0
DEEJAI NOODLE BAR,3629 N DAVIDSON ST,Charlotte,NC,,DEEJAI NOODLE BAR,,bar,,bar,0
DEEJAI THAI RESTAURANT,613 PROVIDENCE RD,Charlotte,NC,,DEEJAI THAI RESTAURANT,,asian_other,,asian_other,0
DEFY CHARLOTTE,8116 UNIVERSITY CITY BV,Charlotte,NC,,DEFY CHARLOTTE,,other,fast_food_burger,fast_food_burger,0
"DEGENERATE, THE",2116 N DAVIDSON ST,Charlotte,NC,,DEGENERATE,,other,bar,bar,0
DEL FRISCO`S DOUBLE EAGLE STEAKHOUSE,4725 PIEDMONT ROW DR,Charlotte,NC,,DEL FRISCO S DOUBLE EAGLE STEAKHOUSE,,coffee_shop,,coffee_shop,0
DELI EL SALVADOR,6903 E W T HARRIS BV,Charlotte,NC,,DELI EL SALVADOR,,fast_food_sandwich,,fast_food_sandwich,0
DELI LA UNION,7904 NATIONS FORD RD,Charlotte,NC,,DELI LA UNION,,fast_food_sandwich,,fast_food_sandwich,0
DELI SALVADORENA,7209 E W T HARRIS BV,Charlotte,NC,,DELI SALVADORENA,,fast_food_sandwich,,fast_food_sandwich,0
DELI ST,2801 CENTRAL AV,Charlotte,NC,,DELI ST,,fast_food_sandwich,,fast_food_sandwich,0
DELI-CIAS,6341 ALBEMARLE RD,Charlotte,NC,,DELI-CIAS,,fast_food_sandwich,,fast_food_sandwich,0
DELTA SKY CLUB- CONCOURSE A,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,DELTA SKY CLUB- CONCOURSE A,,other,institutional,institutional,0
DELUXE THE FUN ART OF DINING,305 W 4TH ST,Charlotte,NC,,DELUXE THE FUN ART OF DINING,,other,other,other,0
DENNYS #7646,4541 SUNSET RD,Charlotte,NC,,DENNYS,,other,fast_food_burger,fast_food_burger,0
DESANO PIZZA WAVERLY,7315 WAVERLY WALK AV,Charlotte,NC,,DESANO PIZZA WAVERLY,,pizza,,pizza,0
DESI DISTRICT RESTAURANT,11812 CAROLINA PLACE PY,Charlotte,NC,,DESI DISTRICT RESTAURANT,,full_service,,full_service,0
DEVON & BLAKELY,101 S TRYON ST,Charlotte,NC,,DEVON & BLAKELY,,other,bbq,bbq,0
DIAMOND RESTAURANT,1901 COMMONWEALTH AV,Charlotte,NC,,DIAMOND RESTAURANT,,full_service,,full_service,0
DILWORTH NEIGHBORHOOD GRILL,911 E MOREHEAD ST,Charlotte,NC,,DILWORTH NEIGHBORHOOD GRILL,,full_service,,full_service,0
DILWORTH TASTING ROOM SOUTHPARK,4905 ASHLEY PARK LN,Charlotte,NC,,DILWORTH TASTING ROOM SOUTHPARK,,other,other,other,0
DILWORTH TASTING ROOM,300 E TREMONT AV,Charlotte,NC,,DILWORTH TASTING ROOM,,other,other,other,0
DING TEA,7211 E INDEPENDENCE BV,Charlotte,NC,,DING TEA,,coffee_shop,,coffee_shop,0
DINOS,350 E SUGAR CREEK RD,Charlotte,NC,,DINOS,,other,fast_food_burger,fast_food_burger,0
DISH,1220 THOMAS AV,Charlotte,NC,,DISH,,other,fast_food_chicken,fast_food_chicken,0
DISTRICT 57,1526 ALLEGHANY ST,Charlotte,NC,,DISTRICT,,other,other,other,0
DIVE N,109 N POLK ST,Charlotte,NC,,DIVE N,,other,other,other,0
DIXIE GRILL,9115 DIXIE RIVER RD,Charlotte,NC,,DIXIE GRILL,,full_service,,full_service,0
DOAN'S AUTHENTIC VIETNAMESE CUISINE,5937 SOUTH BV,Charlotte,NC,,DOAN S AUTHENTIC VIETNAMESE CUISINE,,asian_other,,asian_other,0
DOGWOOD,601 S COLLEGE ST,Charlotte,NC,,DOGWOOD,,other,other,other,0
DOLCE OSTERIA,1710 KENILWORTH AV,Charlotte,NC,,DOLCE OSTERIA,,other,other,other,0
DOMINOS #4488,4510 SUNSET RD,Charlotte,NC,,DOMINOS,DOMINOS,fast_food_pizza,,fast_food_pizza,1
DOMINOS #5551,9630 UNIVERSITY CITY BV,Charlotte,NC,,DOMINOS,DOMINOS,fast_food_pizza,,fast_food_pizza,1
DOMINOS PIZZA #4458,9107 S TRYON ST,Charlotte,NC,,DOMINOS PIZZA,DOMINOS,fast_food_pizza,,fast_food_pizza,1
DOMINOS PIZZA #5543,2801 FREEDOM DR,Charlotte,NC,,DOMINOS PIZZA,DOMINOS,fast_food_pizza,,fast_food_pizza,1
DOMINOS PIZZA #8847,2515 PARK RD,Charlotte,NC,,DOMINOS PIZZA,DOMINOS,fast_food_pizza,,fast_food_pizza,1
DON PEDRO MEXICAN RESTAURANT,10015 LEE ST,Charlotte,NC,,DON PEDRO MEXICAN RESTAURANT,,mexican,,mexican,0
DON PEDRO MEXICAN RESTAURANT,1009 CHANCELLOR PARK DR,Charlotte,NC,,DON PEDRO MEXICAN RESTAURANT,,mexican,,mexican,0
DON'S,321 N CALDWELL ST,Charlotte,NC,,DON S,,other,fast_food_burger,fast_food_burger,0
DORCHESTER,12930 DORMAN RD,Charlotte,NC,,DORCHESTER,,other,other,other,0
DOS CAMINOS,601 S TRYON ST,Charlotte,NC,,DOS CAMINOS,,other,mexican,mexican,0
DOT DOT DOT,4237 PARK RD,Charlotte,NC,,DOT DOT DOT,,other,other,other,0
DOUBLE TREE BY HILTON SOUTH TYVOLA RESTAURANT,5624 WESTPARK DR,Charlotte,NC,,DOUBLE TREE BY HILTON SOUTH TYVOLA RESTAURANT,,full_service,,full_service,0
DOUBLETREE RESTAURANT/CHARLOTTE AIRPORT,2600 YORKMONT RD,Charlotte,NC,,DOUBLETREE RESTAURANT/CHARLOTTE AIRPORT,,full_service,,full_service,0
DOUBLETREE SUITES BY HILTON CHARLOTTE SOUTHPARK,6300 CARNEGIE BV,Charlotte,NC,,DOUBLETREE SUITES BY HILTON CHARLOTTE SOUTHPARK,,other,institutional,institutional,0
DR. CHARLES L. SIFFORD GOLF COURSE,1225 REMOUNT RD,Charlotte,NC,,DR CHARLES L SIFFORD GOLF COURSE,,other,other,other,0
DRAGON BUFFET,8170 S TRYON ST,Charlotte,NC,,DRAGON BUFFET,,other,buffet,buffet,0
DRESSLER`S RESTAURANT,1100 METROPOLITAN AV,Charlotte,NC,,DRESSLER S RESTAURANT,,full_service,,full_service,0
DRURY INN & SUITES CHARLOTTE ARROWOOD,8925 RED OAK BV,Charlotte,NC,,DRURY INN & SUITES CHARLOTTE ARROWOOD,,other,institutional,institutional,0
DRURY INN & SUITES,415 W W T HARRIS BV,Charlotte,NC,,DRURY INN & SUITES,,other,institutional,institutional,0
DRURY INN AND SUITES,6920 NORTHLAKE MALL DR,Charlotte,NC,,DRURY INN AND SUITES,,other,institutional,institutional,0
DTR PLAZA MIDWOOD,1413 CENTRAL AV,Charlotte,NC,,DTR PLAZA MIDWOOD,,other,other,other,0
DUCK DONUTS,1710 KENILWORTH AV,Charlotte,NC,,DUCK DONUTS,,other,food_truck,other,0
DUCKWORTH'S GRILL & TAPHOUSE,16609 STATESVILLE RD,Charlotte,NC,,DUCKWORTH S GRILL & TAPHOUSE,,asian_other,,asian_other,0
DUCKWORTH'S GRILL & TAPHOUSE,330 N TRYON ST,Charlotte,NC,,DUCKWORTH S GRILL & TAPHOUSE,,asian_other,,asian_other,0
DUCKWORTH'S GRILL & TAPHOUSE,4625 PIEDMONT ROW DR,Charlotte,NC,,DUCKWORTH S GRILL & TAPHOUSE,,asian_other,,asian_other,0
DUCKWORTH'S GRILL & TAPHOUSE,9805 SANDY ROCK PL,Charlotte,NC,,DUCKWORTH S GRILL & TAPHOUSE,,asian_other,,asian_other,0
DUE AMICI PIZZARIA,5346 DOCIA CROSSING RD,Charlotte,NC,,DUE AMICI PIZZARIA,,pizza,,pizza,0
DUKE MANSION,400 HERMITAGE RD,Charlotte,NC,,DUKE MANSION,,other,other,other,0
DUNKIN DONUTS # 350144,8334 PINEVILLE-MATTHEWS RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS # 351140,9005 E INDEPENDENCE BV,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #341168,5133 SOUTH BV,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #342259,231 N GRAHAM ST,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #345190,3114 FINCHER FARM RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #350894,8500 UNIVERSITY CITY BV,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #351818,1601 W MOREHEAD ST,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #351990,9120 HARRIS CORNERS PY,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #352219,7845 COLONY RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #352994,19116 WEST CATAWBA AV,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #356012,8936 J M KEYNES DR,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #356022,4009 CORNING PL,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #356833,4920 OLD SARDIS RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #358644,4605 HYLAS LN,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS #362787,5625 S TRYON ST,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS / BASKIN ROBINS #344919,16131 LANCASTER HY,Charlotte,NC,,DUNKIN DONUTS / BASKIN ROBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS BASKIN ROBBINS #341563,5605 N TRYON ST,Charlotte,NC,,DUNKIN DONUTS BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS WORTHINGTON,1831 SOUTH BV,Charlotte,NC,,DUNKIN DONUTS WORTHINGTON,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS-BASKIN ROBBINS #345098,3014 DRIWOOD CT,Charlotte,NC,,DUNKIN DONUTS-BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS-BASKIN ROBBINS,2037 W SUGAR CREEK RD,Charlotte,NC,,DUNKIN DONUTS-BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS/BASKIN ROBBINS #340674,5029 BEATTIES FORD RD,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS/BASKIN ROBBINS #341637,7001 MATTHEWS-MINT HILL RD,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS/BASKIN ROBBINS,19921 ZION AV,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS/BASKIN ROBBINS,9033 S TRYON ST,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS,1308 THE PLAZA,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS,2901 WILKINSON BV,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN DONUTS,6763 ALBEMARLE RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN' DONUTS # 359695,501 BRIAR CREEK RD,Charlotte,NC,,DUNKIN DONUTS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN' DONUTS/BASKIN ROBBINS #340408,709 S KINGS DR,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNKIN' DONUTS/BASKIN ROBBINS 341313,10310 WILMINGTON ST,Charlotte,NC,,DUNKIN DONUTS/BASKIN ROBBINS,DUNKIN,coffee_shop,,coffee_shop,1
DUNWELLZ CUSTOM KITCHEN AND POUR HOUSE,7110 BRIGHTON PARK DR,Charlotte,NC,,DUNWELLZ CUSTOM KITCHEN AND POUR HOUSE,,full_service,,full_service,0
E'TERIE BAR & GRILL,4800 S TRYON ST,Charlotte,NC,,E TERIE BAR & GRILL,,bar,,bar,0
"EAGLE, THE",2120 SOUTH BV,Charlotte,NC,,EAGLE,,other,fast_food_burger,fast_food_burger,0
EARLY WAFFLE,11915 N TRYON ST,Charlotte,NC,,EARLY WAFFLE,,other,bakery_cafe,bakery_cafe,0
EAST 74 FAMILY RESTAURANT,10915 MONROE RD,Charlotte,NC,,EAST FAMILY RESTAURANT,,full_service,,full_service,0
EAST COAST WINGS & GRILL,9711 NORTHLAKE CENTRE PY,Charlotte,NC,,EAST COAST WINGS & GRILL,,fast_food_chicken,,fast_food_chicken,0
EAST COAST WINGS + GRILL,5220 NEW FASHION WY,Charlotte,NC,,EAST COAST WINGS GRILL,,fast_food_chicken,,fast_food_chicken,0
EASTFIELD BAR & GRILL,8709 ARBOR CREEK DR,Charlotte,NC,,EASTFIELD BAR & GRILL,,bar,,bar,0
EASY LIKE SUNDAY,1600 E WOODLAWN RD,Charlotte,NC,,EASY LIKE SUNDAY,,other,fast_food_burger,fast_food_burger,0
ED'S TAVERN LKN,17044 KENTON DR,Charlotte,NC,,ED S TAVERN LKN,,bar,,bar,0
ED'S TAVERN,2200 PARK RD,Charlotte,NC,,ED S TAVERN,,bar,,bar,0
EDDIE V SEAFOOD #8521,101 S TRYON ST,Charlotte,NC,,EDDIE V SEAFOOD,,seafood,,seafood,0
EDDIE'S PLACE RESTAURANT,617 S SHARON AMITY RD,Charlotte,NC,,EDDIE S PLACE RESTAURANT,,full_service,,full_service,0
EDEN OF PLAZA,1212 PECAN AV,Charlotte,NC,,EDEN OF PLAZA,,other,other,other,0
EDGEWATER BAR & GRILLE,8629 J M KEYNES DR,Charlotte,NC,,EDGEWATER BAR & GRILLE,,bar,,bar,0
EDS FREEMORE TAVERN,1500 W MOREHEAD ST,Charlotte,NC,,EDS FREEMORE TAVERN,,bar,,bar,0
EEZ FUSION,16925 BIRKDALE COMMONS PY,Charlotte,NC,,EEZ FUSION,,other,fast_food_burger,fast_food_burger,0
EGGS UP GRILL,19732 ONE NORMAN BV,Charlotte,NC,,EGGS UP GRILL,,full_service,,full_service,0
EGGSPECTATION,14815 BALLANTYNE VILLAGE WY,Charlotte,NC,,EGGSPECTATION,,other,fast_food_burger,fast_food_burger,0
EINSTEIN BAGELS #4030,1501 SOUTH BV,Charlotte,NC,,EINSTEIN BAGELS,,other,bakery_cafe,bakery_cafe,0
EINSTEIN BROS. BAGELS #27462,1900 SELWYN AV,Charlotte,NC,,EINSTEIN BROS BAGELS,,other,bakery_cafe,bakery_cafe,0
EINSTEIN BROS. BAGELS #4042,13736 CONLAN CR,Charlotte,NC,,EINSTEIN BROS BAGELS,,other,bakery_cafe,bakery_cafe,0
EINSTEIN BROS. BAGELS #6137 - CONCOURSE E,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,EINSTEIN BROS BAGELS - CONCOURSE E,,other,bakery_cafe,bakery_cafe,0
EL BOHIO TIPICO RESTAURANT,3600 N SHARON AMITY RD,Charlotte,NC,,EL BOHIO TIPICO RESTAURANT,,full_service,,full_service,0
EL BUEN GUSTO,410 WESTINGHOUSE BV,Charlotte,NC,,EL BUEN GUSTO,,other,mexican,mexican,0
EL CARBONERO,4400 CENTRAL AV,Charlotte,NC,,EL CARBONERO,,other,mexican,mexican,0
EL CILANTRO,4709 MARGARET WALLACE RD,Charlotte,NC,,EL CILANTRO,,other,mexican,mexican,0
EL MALO HERMANITA,1705 CENTRAL AV,Charlotte,NC,,EL MALO HERMANITA,,other,mexican,mexican,0
EL PAISANO,5846 ALBEMARLE RD,Charlotte,NC,,EL PAISANO,,other,mexican,mexican,0
EL PULGARCITO,4816 CENTRAL AV,Charlotte,NC,,EL PULGARCITO,,other,mexican,mexican,0
EL PURO CUBAN RESTAURANT,5033 SOUTH BV,Charlotte,NC,,EL PURO CUBAN RESTAURANT,,full_service,,full_service,0
EL RINCON CATRACHO RESTAURANT & BAR,204 W WOODLAWN RD,Charlotte,NC,,EL RINCON CATRACHO RESTAURANT & BAR,,bar,,bar,0
EL SAZON LATINO RESTAURANT INC,1501 WEST BV,Charlotte,NC,,EL SAZON LATINO RESTAURANT,,full_service,,full_service,0
EL TACO DELI,7012 ALBEMARLE RD,Charlotte,NC,,EL TACO DELI,,fast_food_sandwich,,fast_food_sandwich,0
EL TACO VELOZ,6701 N TRYON ST,Charlotte,NC,,EL TACO VELOZ,,other,fast_food_mexican,fast_food_mexican,0
EL TORO MEXICAN GRILL & BAR,20930 TORRENCE CHAPEL RD,Charlotte,NC,,EL TORO MEXICAN GRILL & BAR,,bar,,bar,0
EL TROPICO RESTAURANT,4335 N TRYON ST,Charlotte,NC,,EL TROPICO RESTAURANT,,full_service,,full_service,0
EL VALLE MEXICAN RESTAURANT,305 W JOHN ST,Charlotte,NC,,EL VALLE MEXICAN RESTAURANT,,mexican,,mexican,0
EL VERACRUZ RESTAURANT,391 TOWNE CENTRE BV,Charlotte,NC,,EL VERACRUZ RESTAURANT,,full_service,,full_service,0
ELEMENT CHARLOTTE UPTOWN,650 S CALDWELL ST,Charlotte,NC,,ELEMENT CHARLOTTE UPTOWN,,other,full_service,full_service,0
ELY TAQUERIA,5100 N TRYON ST,Charlotte,NC,,ELY TAQUERIA,,mexican,,mexican,0
ELY TORTILLERIA,6301 N TRYON ST,Charlotte,NC,,ELY TORTILLERIA,,other,mexican,mexican,0
EMBASSY SUITES BRICKSTONES GRILL,1917 AYRSLEY TOWN BV,Charlotte,NC,,EMBASSY SUITES BRICKSTONES GRILL,,full_service,,full_service,0
EMBASSY SUITES CHARLOTTE UPTOWN,401 E MARTIN LUTHER KING JR BV,Charlotte,NC,,EMBASSY SUITES CHARLOTTE UPTOWN,,other,institutional,institutional,0
EMMY SQUARED PIZZA MIDWOOD,1508 CENTRAL AV,Charlotte,NC,,EMMY SQUARED PIZZA MIDWOOD,,pizza,,pizza,0
EMMY SQUARED SOUTH END,1932 HAWKINS ST,Charlotte,NC,,EMMY SQUARED SOUTH END,,other,other,other,0
EMPIRE PIZZA MINT HILL,7024 BRIGHTON PARK DR,Charlotte,NC,,EMPIRE PIZZA MINT HILL,,pizza,,pizza,0
EMPIRE PIZZA PINEVILLE,8500 PINEVILLE MATTHEWS RD,Charlotte,NC,,EMPIRE PIZZA PINEVILLE,,pizza,,pizza,0
ENAT ETHIOPIAN RESTAURANT,4450 THE PLAZA,Charlotte,NC,,ENAT ETHIOPIAN RESTAURANT,,full_service,,full_service,0
"ENERGY BAR, THE",11725 VERHOEFF DR,Charlotte,NC,,ENERGY BAR,,bar,,bar,0
ENERGY CAFE,101 S TRYON ST,Charlotte,NC,,ENERGY CAFE,,coffee_shop,,coffee_shop,0
ENRICO'S ITALIAN RESTAURANT,4815 BEREWICK TOWN CENTER DR,Charlotte,NC,,ENRICO S ITALIAN RESTAURANT,,full_service,,full_service,0
EPRI  CAFETERIA,1200 W W T HARRIS BV,Charlotte,NC,,EPRI CAFETERIA,,coffee_shop,,coffee_shop,0
ERICAS CAFE,2420 STARITA RD,Charlotte,NC,,ERICAS CAFE,,coffee_shop,,coffee_shop,0
ESTAMPA GAUCHA,401 E MARTIN LUTHER KING JR BV,Charlotte,NC,,ESTAMPA GAUCHA,,other,mexican,mexican,0
EUREST AT METLIFE COFFEE BAR,11225 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,EUREST AT METLIFE COFFEE BAR,,coffee_shop,,coffee_shop,0
EUREST DINING AT ELECTROLUX,10200 DAVID TAYLOR DR,Charlotte,NC,,EUREST DINING AT ELECTROLUX,,other,full_service,full_service,0
EUREST DINING,100 N TRYON ST,Charlotte,NC,,EUREST DINING,,other,full_service,full_service,0
EUREST DINING,11625 NORTH COMMUNITY HOUSE RD,Charlotte,NC,,EUREST DINING,,other,full_service,full_service,0
EUREST DINING,150 N COLLEGE ST,Charlotte,NC,,EUREST DINING,,other,full_service,full_service,0
EURO GRILL AND CAFE,2719 CENTRAL AV,Charlotte,NC,,EURO GRILL AND CAFE,,coffee_shop,,coffee_shop,0
EVASION,4501 E INDEPENDENCE BV,Charlotte,NC,,EVASION,,other,other,other,0
EVER ANDALO/GROWLERS POURHOUSE,3116 N DAVIDSON ST,Charlotte,NC,,EVER ANDALO/GROWLERS POURHOUSE,,other,bar,bar,0
"EXCHANGE AT 36TH, THE",451 E 36TH ST,Charlotte,NC,,EXCHANGE AT 36TH,,other,other,other,0
"EXCHANGE, THE",1515 S TRYON ST,Charlotte,NC,,EXCHANGE,,other,other,other,0
EXOTICA INDIAN KITCHEN BAR,500 S COLLEGE ST,Charlotte,NC,,EXOTICA INDIAN KITCHEN BAR,,bar,,bar,0
EXPLICIT BISTRO AND LOUNGE,1000 NC MUSIC FACTORY BV,Charlotte,NC,,EXPLICIT BISTRO AND LOUNGE,,full_service,,full_service,0
FAHRENHEIT,222 S CALDWELL ST,Charlotte,NC,,FAHRENHEIT,,other,fast_food_burger,fast_food_burger,0
FAIRFIELD INN & SUITES CHARLOTTE,8540 E INDEPENDENCE BV,Charlotte,NC,,FAIRFIELD INN & SUITES CHARLOTTE,,other,institutional,institutional,0
FAIRFIELD INN & SUITES UNIVERSITY,535 COLLINS-AIKMAN DR,Charlotte,NC,,FAIRFIELD INN & SUITES UNIVERSITY,,other,institutional,institutional,0
FAIRFIELD INN & SUITES,7920 ARROWRIDGE BV,Charlotte,NC,,FAIRFIELD INN & SUITES,,other,institutional,institutional,0
FAIRFIELD INN AND SUITES,12228 PARK RD,Charlotte,NC,,FAIRFIELD INN AND SUITES,,other,institutional,institutional,0
FAMILY DOUGH BAGELS,7102 BRIGHTON PARK DR,Charlotte,NC,,FAMILY DOUGH BAGELS,,other,bakery_cafe,bakery_cafe,0
FAMOUS TOASTERY DAVIDSON,101 N MAIN ST,Charlotte,NC,,FAMOUS TOASTERY DAVIDSON,,other,bakery_cafe,bakery_cafe,0
FAMOUS TOASTERY/BALLANTYNE,8430 REA RD,Charlotte,NC,,FAMOUS TOASTERY/BALLANTYNE,,other,bakery_cafe,bakery_cafe,0
FAMOUS TOASTERY,12715 CONNER DR,Charlotte,NC,,FAMOUS TOASTERY,,other,bakery_cafe,bakery_cafe,0
FAMOUS TOASTERY,2127 AYRSLEY TOWN BV,Charlotte,NC,,FAMOUS TOASTERY,,other,bakery_cafe,bakery_cafe,0
FAMOUS TOASTERY,8933 J M KEYNES DR,Charlotte,NC,,FAMOUS TOASTERY,,other,bakery_cafe,bakery_cafe,0
FAST LANE EATERY,13429 STATESVILLE RD,Charlotte,NC,,FAST LANE EATERY,,other,fast_food_burger,fast_food_burger,0
FIAMMA RESTAURANT,2418 PARK RD,Charlotte,NC,,FIAMMA RESTAURANT,,full_service,,full_service,0
FIESTA MAYA MEXICAN RESTAURANT,3503 DAVID COX RD,Charlotte,NC,,FIESTA MAYA MEXICAN RESTAURANT,,mexican,,mexican,0
FIESTA RESTAURANT,10916 BLACK DOG LN,Charlotte,NC,,FIESTA RESTAURANT,,full_service,,full_service,0
FIG TREE RESTAURANT,1601 E 7TH ST,Charlotte,NC,,FIG TREE RESTAURANT,,full_service,,full_service,0
FIN & FINO,135 LEVINE AVENUE OF THE ARTS,Charlotte,NC,,FIN & FINO,,other,other,other,0
FIN AND FINO,8630 LINDHOLM DR,Charlotte,NC,,FIN AND FINO,,other,fast_food_burger,fast_food_burger,0
FINALE PIZZA,15025 LANCASTER HY,Charlotte,NC,,FINALE PIZZA,,pizza,,pizza,0
FINZ AND FEATHERZ,700 ATANDO AV,Charlotte,NC,,FINZ AND FEATHERZ,,other,other,other,0
FIREBIRDS WOOD FIRED GRILL,6801 NORTHLAKE MALL DR,Charlotte,NC,,FIREBIRDS WOOD FIRED GRILL,,full_service,,full_service,0
FIREBIRDS WOODFIRED GRILL #54,16641 BIRKDALE COMMONS PY,Charlotte,NC,,FIREBIRDS WOODFIRED GRILL,,full_service,,full_service,0
FIREBIRDS/STONECREST,7716 REA RD,Charlotte,NC,,FIREBIRDS/STONECREST,,other,fast_food_burger,fast_food_burger,0
FIREBIRDS,3920 SHARON RD,Charlotte,NC,,FIREBIRDS,,other,fast_food_chicken,fast_food_chicken,0
