premises_name,premise_address_1,premise_city,premise_state,premise_zip,clean_name,chain_name,business_type,business_type_manual,ollama_category,ollama_confidence,ollama_reason,ollama_raw
FLYING BISCUIT,7930 REA RD,Charlotte,NC,,FLYING BISCUIT,,other,,food_truck,1.0,Flying Biscuit is a food truck establishment,"{""category"":""food_truck"",""confidence"":1.0,""reason"":""Flying Biscuit is a food truck establishment""}"
FLYING SAUCER,9605 N TRYON ST,Charlotte,NC,,FLYING SAUCER,,other,,fast_food_pizza,0.8,Typical pizza establishment,"{""category"":""fast_food_pizza"",""confidence"":0.8,""reason"":""Typical pizza establishment""}"
FOLIA,1440 S TRYON ST,Charlotte,NC,,FOLIA,,other,,coffee_shop,1.0,FOLIA is a coffee shop,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""FOLIA is a coffee shop""}"
FONDA LA TAQUIZA,5135 ALBEMARLE RD,Charlotte,NC,,FONDA LA TAQUIZA,,other,,fast_food_mexican,1.0,Fonda La Taquiza is a Mexican fast food restaurant,"{""category"":""fast_food_mexican"",""confidence"":1.0,""reason"":""Fonda La Taquiza is a Mexican fast food restaurant""}"
FOOD FOR THOUGHT,5700 WESTPARK DR,Charlotte,NC,,FOOD FOR THOUGHT,,other,,coffee_shop,1.0,Coffee focused establishment,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""Coffee focused establishment""}"
FORCHETTA/FINANCIAL GRIND,230 N COLLEGE ST,Charlotte,NC,,FORCHETTA/FINANCIAL GRIND,,other,,coffee_shop,1.0,Financial Grind is a coffee shop and cafe.,"{""category"":""coffee_shop"",""confidence"":1.0,""reason"":""Financial Grind is a coffee shop and cafe.""}"
FORTUNE COOKIE,1518 E 3RD ST,Charlotte,NC,,FORTUNE COOKIE,,other,,bakery_cafe,0.9,Typical establishment that serves cookies and possibly other baked goods,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""Typical establishment that serves cookies and possibly other baked goods""}"
FORTUNE COOKIE 8,4005 SUNSET RD,Charlotte,NC,,FORTUNE COOKIE,,other,,other,0.9,"Fortune Cookie is a type of restaurant, but its category does not fit into any of the provided options","{""category"":""other"",""confidence"":0.9,""reason"":""Fortune Cookie is a type of restaurant, but its category does not fit into any of the provided options""}"
FORTUNE COOKIE III,7211 E INDEPENDENCE BV,Charlotte,NC,,FORTUNE COOKIE III,,other,,other,0.9,"Fortune Cookie III appears to be a restaurant or food establishment, but its category is not explicitly stated.","{""category"":""other"",""confidence"":0.9,""reason"":""Fortune Cookie III appears to be a restaurant or food establishment, but its category is not explicitly stated.""}"
FORTUNE COOKIE V,7320 THE PLAZA,Charlotte,NC,,FORTUNE COOKIE V,,other,,bakery_cafe,1.0,fortune cookie v is a bakery and cafe,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""fortune cookie v is a bakery and cafe""}"
FOUR POINTS BY SHERATON CHARLOTTE-PINEVILLE,9705 LEITNER DR,Charlotte,NC,,FOUR POINTS BY SHERATON CHARLOTTE-PINEVILLE,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
FOXCROFT WINE CO,1235 EAST BV,Charlotte,NC,,FOXCROFT WINE,,other,,other,0.8,"FOXCROFT WINE indicates wine-focused establishment, bar category likely applicable","{""category"":""wine_bar"",""confidence"":0.8,""reason"":""FOXCROFT WINE indicates wine-focused establishment, bar category likely applicable""}"
FOXCROFT WINE CO BIRKDALE,16915 BIRKDALE COMMONS PY,Charlotte,NC,,FOXCROFT WINE BIRKDALE,,other,,other,0.9,contains wine and is a company name,"{""category"":""wine_bar"",""confidence"":0.9,""reason"":""contains wine and is a company name""}"
FOXCROFT WINE CO WAVERLY,7416 WAVERLY WALK AV,Charlotte,NC,,FOXCROFT WINE WAVERLY,,other,,other,0.8,contains wine and is a company name,"{""category"":""wine_bar"",""confidence"":0.8,""reason"":""contains wine and is a company name""}"
FRANKIES OF CHARLOTTE,10621 BRYTON CORPORATE CENTER DR,Charlotte,NC,,FRANKIES OF CHARLOTTE,,other,,fast_food_burger,0.9,Typical fast food restaurant chain with burger options,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food restaurant chain with burger options""}"
FRENCH QUARTER,321 S CHURCH ST,Charlotte,NC,,FRENCH QUARTER,,other,,other,0.8,"French Quarter is a neighborhood, not a specific type of food establishment","{""category"":""other"",""confidence"":0.8,""reason"":""French Quarter is a neighborhood, not a specific type of food establishment""}"
FRESH CHEF,20601 TORRENCE CHAPEL RD,Charlotte,NC,,FRESH CHEF,,other,,full_service,0.8,"Upscale restaurant with a chef, suggesting high-end dining experience","{""category"":""full_service"",""confidence"":0.8,""reason"":""Upscale restaurant with a chef, suggesting high-end dining experience""}"
FRESH CHEF 2,14007 NORTH CREEK VILLAGE DR,Charlotte,NC,,FRESH CHEF,,other,,fast_food_burger,0.8,Typical fast food restaurant name and location,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food restaurant name and location""}"
FRESHLY FAST,100 N TRYON ST,Charlotte,NC,,FRESHLY FAST,,other,,fast_food_burger,0.8,Typical fast food chain name and location,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food chain name and location""}"
FRESHWATERS FINE SOUTHERN & NEW ORLEANS CUISINE,516 N GRAHAM ST,Charlotte,NC,,FRESHWATERS FINE SOUTHERN & NEW ORLEANS CUISINE,,other,,other,0.0,cuisine not clearly categorized,"{""category"":""other"",""confidence"":0.0,""reason"":"" cuisine not clearly categorized""}"
FRIENDSHIP MISSIONARY BAPTIST CHURCH,3400 BEATTIES FORD RD,Charlotte,NC,,FRIENDSHIP MISSIONARY BAPTIST CHURCH,,other,,institutional,1.0,Church,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Church""}"
FU SHING,8134 MT HOLLY-HUNTERSVILLE RD,Charlotte,NC,,FU SHING,,other,,asian_chinese,0.8,Chinese restaurant name,"{""category"":""asian_chinese"",""confidence"":0.8,""reason"":""Chinese restaurant name""}"
FUMEE,9539 PINNACLE DR,Charlotte,NC,,FUMEE,,other,,fast_food_burger,0.8,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food burger joint""}"
FUSION 108,10010 ROSE COMMONS DR,Charlotte,NC,,FUSION,,other,,fast_food_burger,0.8,Fusion 108 is a burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Fusion 108 is a burger joint""}"
FUSION BOWL CORNELIUS,19905 WEST CATAWBA AV,Charlotte,NC,,FUSION BOWL CORNELIUS,,other,,fast_food_mexican,0.8,Mexican food establishment,"{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Mexican food establishment""}"
"GIN MILL, THE",1423 S TRYON ST,Charlotte,NC,,GIN MILL,,other,,bar,1.0,establishment name and location suggest a bar,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment name and location suggest a bar""}"
GINBU 401,401 PROVIDENCE RD,Charlotte,NC,,GINBU,,other,,other,0.8,"No clear indication of food type, likely a restaurant or bar","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, likely a restaurant or bar""}"
GO GO EMPANADAS,11229 E INDEPENDENCE BV,Charlotte,NC,,GO GO EMPANADAS,,other,,mexican,1.0,empanadas are a traditional mexican dish,"{""category"":""mexican"",""confidence"":1.0,""reason"":""empanadas are a traditional mexican dish""}"
GODAVARI,2130 E ARBORS DR,Charlotte,NC,,GODAVARI,,other,,other,0.8,"No clear indication of food type, may be a restaurant or business with limited food options","{""category"":""other"",""confidence"":0.8,""reason"":""No clear indication of food type, may be a restaurant or business with limited food options""}"
"GOLD CLUB, THE",5624 OLD PINEVILLE RD,Charlotte,NC,,GOLD CLUB,,other,,bar,1.0,establishment name and location suggest a bar,"{""category"":""bar"",""confidence"":1.0,""reason"":""establishment name and location suggest a bar""}"
"GOLDEN COAST II, THE",3020 PROSPERITY CHURCH RD,Charlotte,NC,,GOLDEN COAST II,,other,,fast_food_burger,1.0,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger joint""}"
GOLDEN CORRAL,11025 E INDEPENDENCE BV,Charlotte,NC,,GOLDEN CORRAL,,other,,buffet,1.0,buffet,"{""category"":""buffet"",""confidence"":1.0,""reason"":"" buffet""}"
GOLDEN GATE EXPRESS,5708 N SHARON AMITY RD,Charlotte,NC,,GOLDEN GATE EXPRESS,,other,,fast_food_burger,0.9,Typical fast food establishment name and location,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food establishment name and location""}"
GOLDEN TAIPEI,8511 DAVIS LAKE PY,Charlotte,NC,,GOLDEN TAIPEI,,other,,asian_chinese,0.8,"Taipei is a city in Taiwan, known for its Chinese cuisine","{""category"":""asian_chinese"",""confidence"":0.8,""reason"":""Taipei is a city in Taiwan, known for its Chinese cuisine""}"
GOLDIES,3601 SOUTH BV,Charlotte,NC,,GOLDIES,,other,,fast_food_burger,0.8,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food burger joint""}"
GOOD FOOD,1701 MONTFORD DR,Charlotte,NC,,GOOD FOOD,,other,,fast_food_burger,0.8,Typical burger joint name and location,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical burger joint name and location""}"
GOOD FOOD EATERY BY FOOD GEEKS,5301 WILKINSON BV,Charlotte,NC,,GOOD FOOD EATERY BY FOOD GEEKS,,other,,other,0.8,Unique name and no clear indication of cuisine type,"{""category"":""other"",""confidence"":0.8,""reason"":""Unique name and no clear indication of cuisine type""}"
"GOODYEAR HOUSE, THE",3032 N DAVIDSON ST,Charlotte,NC,,GOODYEAR HOUSE,,other,,other,0.8,Restaurant or bar not found in database,"{""category"":""other"",""confidence"":0.8,""reason"":""Restaurant or bar not found in database""}"
GOURMAND,4425 SHARON RD,Charlotte,NC,,GOURMAND,,other,,other,0.8,Restaurant with no clear category,"{""category"":""other"",""confidence"":0.8,""reason"":""Restaurant with no clear category""}"
GREAT AMERICAN BAGEL,5501 JOSH BIRMINGHAM PY,Charlotte,NC,,GREAT AMERICAN BAGEL,,other,,bakery_cafe,0.9,bagel establishment,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""bagel establishment""}"
GREAT HARVEST BREAD CO MATTHEWS,110 MATTHEWS STATION ST,Charlotte,NC,,GREAT HARVEST BREAD MATTHEWS,,other,,bakery_cafe,0.9,Bakery and bread-focused establishment,"{""category"":""bakery_cafe"",""confidence"":0.9,""reason"":""Bakery and bread-focused establishment""}"
GREAT HARVEST MALLARD CREEK,1824 EAST ARBORS DR,Charlotte,NC,,GREAT HARVEST MALLARD CREEK,,other,,institutional,1.0,Hotel / school / hospital / venue / cafeteria,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel / school / hospital / venue / cafeteria""}"
GREAT WALL OF CHINA SOUTH,6666 CARMEL RD,Charlotte,NC,,GREAT WALL OF CHINA SOUTH,,other,,other,0.8,"Chinese restaurant with a unique name, but no clear indication of cuisine type","{""category"":""other"",""confidence"":0.8,""reason"":""Chinese restaurant with a unique name, but no clear indication of cuisine type""}"
GREEN BROTHERS JUICE & SMOOTHIES CO SOUTHPARK,7802 FAIRVIEW RD,Charlotte,NC,,GREEN BROTHERS JUICE & SMOOTHIES SOUTHPARK,,other,,food_truck,1.0,Juice and smoothies focused establishment,"{""category"":""food_truck"",""confidence"":1.0,""reason"":""Juice and smoothies focused establishment""}"
GREEN BROTHERS JUICE CO,2230 PARK RD,Charlotte,NC,,GREEN BROTHERS JUICE,,other,,food_truck,1.0,Juice bar,"{""category"":""food_truck"",""confidence"":1.0,""reason"":""Juice bar""}"
GREEN BROTHERS JUICE COMPANY,16815 CRANLYN RD,Charlotte,NC,,GREEN BROTHERS JUICE COMPANY,,other,,grocery_deli,0.8,"Juice company typically sells food items, especially juices and related products","{""category"":""grocery_deli"",""confidence"":0.8,""reason"":""Juice company typically sells food items, especially juices and related products""}"
GREEN BROTHERS PIPER GLEN,6432 REA RD,Charlotte,NC,,GREEN BROTHERS PIPER GLEN,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
GREEN BROTHERS SE,2725 SOUTH BV,Charlotte,NC,,GREEN BROTHERS SE,,other,,fast_food_burger,0.8,Typical fast food burger joint,"{""category"":""fast_food_burger"",""confidence"":0.8,""reason"":""Typical fast food burger joint""}"
GUATE LINDA,6016 THE PLAZA,Charlotte,NC,,GUATE LINDA,,other,,mexican,0.9,Guate Linda is a Mexican restaurant based on its name and location.,"{""category"":""mexican"",""confidence"":0.9,""reason"":""Guate Linda is a Mexican restaurant based on its name and location.""}"
GYU-KAKU,650 E BROOKLYN VILLAGE AV,Charlotte,NC,,GYU-KAKU,,other,,asian_japanese,0.9,Japanese restaurant name and location,"{""category"":""asian_japanese"",""confidence"":0.9,""reason"":""Japanese restaurant name and location""}"
HABERDISH,3106 N DAVIDSON ST,Charlotte,NC,,HABERDISH,,other,,other,0.8,Haberdish is a unique establishment that doesn't fit into any of the provided categories.,"{""category"":""other"",""confidence"":0.8,""reason"":""Haberdish is a unique establishment that doesn't fit into any of the provided categories.""}"
HABIBI LEBANON,408 S MAIN ST,Charlotte,NC,,HABIBI LEBANON,,other,,other,0.8,Middle Eastern restaurant not clearly categorized,"{""category"":""other"",""confidence"":0.8,""reason"":""Middle Eastern restaurant not clearly categorized""}"
HALAL STREET FOOD,4044 CONNECTION POINT BV,Charlotte,NC,,HALAL STREET FOOD,,other,,fast_food_mexican,0.8,"Street food typically implies casual, quick service Mexican food","{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Street food typically implies casual, quick service Mexican food""}"
HALAL STREET FOOD 002,701 KESWICK AV,Charlotte,NC,,HALAL STREET FOOD,,other,,fast_food_mexican,0.8,"Street food typically implies casual, quick service Mexican food","{""category"":""fast_food_mexican"",""confidence"":0.8,""reason"":""Street food typically implies casual, quick service Mexican food""}"
HALFPENNY`S CONFECTIONS & CREAMERY,301 S TRYON ST,Charlotte,NC,,HALFPENNY S CONFECTIONS & CREAMERY,,other,,bakery_cafe,1.0,confectionery and creamery indicates bakery or cafe focus,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""confectionery and creamery indicates bakery or cafe focus""}"
HAMPTON INN & SUITES,10305 WILMINGTON ST,Charlotte,NC,,HAMPTON INN & SUITES,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
HAMPTON INN & SUITES,401 TOWNE CENTRE BV,Charlotte,NC,,HAMPTON INN & SUITES,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
HAMPTON INN & SUITES,6220 CADEN RD,Charlotte,NC,,HAMPTON INN & SUITES,,other,,institutional,1.0,Hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""Hotel""}"
HAMPTON INN & SUITES,6700 PHILLIPS PLACE CT,Charlotte,NC,,HAMPTON INN & SUITES,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
HAMPTON INN & SUITES CHARLOTTE AIRPORT,2227 CASCADE POINTE BV,Charlotte,NC,,HAMPTON INN & SUITES CHARLOTTE AIRPORT,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
HAMPTON INN & SUITES CHARLOTTE AIRPORT,2731 LITTLE ROCK RD,Charlotte,NC,,HAMPTON INN & SUITES CHARLOTTE AIRPORT,,other,,institutional,0.9,hotel,"{""category"":""institutional"",""confidence"":0.9,""reason"":""hotel""}"
HAMPTON INN & SUITES CHARLOTTE ARROWOOD,9110 SOUTHERN PINE BV,Charlotte,NC,,HAMPTON INN & SUITES CHARLOTTE ARROWOOD,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
HAMPTON INN & SUITES NORTHLAKE,7911 W W T HARRIS BV,Charlotte,NC,,HAMPTON INN & SUITES NORTHLAKE,,other,,institutional,0.9,hotel,"{""category"":""institutional"",""confidence"":0.9,""reason"":""hotel""}"
HAMPTON INN BREAKFAST,9615 INDEPENDENCE POINTE PY,Charlotte,NC,,HAMPTON INN BREAKFAST,,other,,full_service,1.0,breakfast establishment,"{""category"":""full_service"",""confidence"":1.0,""reason"":""breakfast establishment""}"
HAMPTON INN CHARLOTTE UPTOWN,530 E MARTIN LUTHER KING JR BV,Charlotte,NC,,HAMPTON INN CHARLOTTE UPTOWN,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
HAMPTON INN LAKE NORMAN,19501 STATESVILLE RD,Charlotte,NC,,HAMPTON INN LAKE NORMAN,,other,,institutional,1.0,hotel,"{""category"":""institutional"",""confidence"":1.0,""reason"":""hotel""}"
HANGRY JOE'S #306,1339 W SUGAR CREEK RD,Charlotte,NC,,HANGRY JOE S,,other,,fast_food_burger,1.0,Typical fast food burger joint name and location,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger joint name and location""}"
HARDEES #1501623,4201 E W T HARRIS BV,Charlotte,NC,,HARDEES,,other,,fast_food_burger,0.9,Typical fast food burger chain,"{""category"":""fast_food_burger"",""confidence"":0.9,""reason"":""Typical fast food burger chain""}"
HARDEES #1501638,14101 STATESVILLE RD,Charlotte,NC,,HARDEES,,other,,fast_food_burger,1.0,Typical fast food burger chain,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger chain""}"
HARRIS FOOD MART,8400 OLD STATESVILLE RD,Charlotte,NC,,HARRIS FOOD MART,,other,,grocery_deli,1.0,grocery store,"{""category"":""grocery_deli"",""confidence"":1.0,""reason"":""grocery store""}"
HARRY L JONES SR GOLF COURSE,1525 W TYVOLA RD,Charlotte,NC,,HARRY L JONES SR GOLF COURSE,,other,,other,0.0,golf course,"{""category"":""other"",""confidence"":0.0,""reason"":""golf course""}"
HARVEY`S,13812 CINNABAR PL,Charlotte,NC,,HARVEY S,,other,,fast_food_burger,1.0,Typical fast food burger establishment,"{""category"":""fast_food_burger"",""confidence"":1.0,""reason"":""Typical fast food burger establishment""}"
"HAWK NEST CULINARY ARTS DEPT, THE",7400 TUCKASEEGEE RD,Charlotte,NC,,HAWK NEST CULINARY ARTS DEPT,,other,,institutional,1.0,school,"{""category"":""institutional"",""confidence"":1.0,""reason"":""school""}"
HAZELNUTS CREPERIE,9830 REA RD,Charlotte,NC,,HAZELNUTS CREPERIE,,other,,bakery_cafe,1.0,Creperie is a type of bakery or dessert establishment,"{""category"":""bakery_cafe"",""confidence"":1.0,""reason"":""Creperie is a type of bakery or dessert establishment""}"
HEFS @ CROWN POINT,2518 SARDIS RD N,Charlotte,NC,,HEFS CROWN POINT,,other,,other,0.0,short reason,"{""category"":""other"",""confidence"":0.0,""reason"":""short reason""}"
